pl_name,pl_letter,hostname,disc_year,discoverymethod,disc_instrument,pl_orbper,pl_orblper,pl_orbsmax,pl_orbincl,pl_orbtper,pl_orbeccen,pl_eqt,pl_occdep,pl_insol,pl_dens,sy_name,pl_orbtper_systemref,pl_tranmid_systemref,st_metratio,st_rotp,pl_projobliq,pl_trandep,pl_trandur,pl_rvamp,pl_rade,pl_ratror,pl_ratdor,pl_trueobliq,st_log_rhk,st_metn,pl_imppar,pl_cmasse,pl_masse,pl_bmasse,pl_bmassprov,pl_msinie,st_teff,st_met,st_radv,st_vsin,st_lum,st_logg,st_age,st_mass,st_dens,st_rad,sy_snum,sy_pnum,sy_mnum,sy_pm,sy_pmra,sy_pmdec,sy_plx,sy_dist,pl_angsep,cartesian_x,cartesian_y,cartesian_z,st_spectype_cleaned,pl_type,pl_esi
HD 40307 d,d,HD 40307,2009,Radial Velocity,HARPS Spectrograph,20.432,17.2,0.1321,,,0.07,541.0,,,1.86,HD 40307,,,[Fe/H],,,,,2.75,3.04,,,,,,,,,9.5,Msini,9.5,4956.0,-0.31,31.33,1.0,-0.639,4.47,4.5,0.77,3.02559,0.72,1,5,0,79.7896257,-52.4231,-60.1515,77.2727,12.9363,10.2,0.1672517480828984,1.4707431137924196,-12.851334531323793,K,Super-Earth,
HD 75289 b,b,HD 75289,1999,Radial Velocity,CORALIE Spectrograph,3.50927,50.16,0.05,,2451214.5,0.03,1260.0,,,0.299,HD 75289,JD,,[Fe/H],,,,,54.9,14.2,,,,-5.0,,,,,155.7367,Msini,155.7367,6117.0,0.26,8.9,4.37,0.312,4.37,5.6,1.29,0.71252,1.23,2,1,0,228.8658,-20.5093,-227.945,34.3167,29.1158,1.72,-14.514589278897388,7.122303663983489,-24.214237510665587,G,Gas Giants,
HD 73526 c,c,HD 73526,2005,Radial Velocity,UCLES Spectrograph,379.1,272.0,1.03,,2453300.0,0.28,,,,1.67,HD 73526,,,[M/H],,,,,65.1,13.3,,,,,,,,,715.09,Msini,715.09,5633.0,0.232,26.38,1.69,0.338,4.2,9.59,1.01,0.33748,1.53,1,2,0,170.3177023,-61.097,158.982,10.2551,97.2396,10.6,-46.27514554975465,26.300003814109754,-81.37850153380089,G,Gas Giants,
HD 46375 b,b,HD 46375,2000,Radial Velocity,HIRES Spectrometer,3.023573,114.0,0.0398,,2451071.53,0.063,,,,0.395,HD 46375,,BJD,[Fe/H],,,,,33.65,10.0,,,,-4.96,,,,,71.8,Msini,71.8,5285.0,0.24,-1.07,0.86,-0.245,4.53,9.0,0.92,1.64032,0.91,2,1,0,147.7164267,111.477,-96.9176,33.8088,29.5529,1.35,-4.248337497589457,27.827256548983847,-8.998295387105891,K,Gas Giants,
HD 7924 c,c,HD 7924,2015,Radial Velocity,HIRES Spectrometer,15.299,27.0,0.1134,,,0.098,583.6,,28.35,2.15,HD 7924,,BJD,[Fe/H],,,,,2.31,2.72,,,,-4.83,,,,,7.86,Msini,7.86,5075.0,-0.15,-22.7,1.35,-0.414,4.59,0.88,0.83,2.47756,0.78,1,3,0,47.6113429,-34.6432,-32.6602,58.8216,16.9922,6.67,3.6588601554409212,7.8329121580910686,14.628502668645071,K,Super-Earth,0.2644256593539308
G 264-012 c,c,G 264-012,2021,Radial Velocity,CARMENES,8.0518,,0.0525,,2458004.4,,387.0,,3.87,3.78,G 264-012,BJD,BJD,[Fe/H],100.0,,,,2.69,1.76,,,,,,,,,3.75,Msini,3.75,3326.0,0.1,,2.0,-1.972,4.85,,0.3,13.25922,0.3,1,2,0,443.8209602,392.71,206.775,62.4358,16.009,3.28,5.268597420966279,2.674606106772612,14.878724555196326,M,Super-Earth,0.5400406124008731
HD 23127 b,b,HD 23127,2006,Radial Velocity,UCLES Spectrograph,1211.17,181.829,2.37,,2457266.6,0.406,,,,1.08,HD 23127,BJD,BJD,[Fe/H],33.0,,,,27.72,13.5,,,,,,,,,485.32641,Msini,485.32641,5843.0,0.29,19.17,3.3,0.452,4.15,4.508,1.21,0.33294,1.49,1,1,0,160.7027565,73.6214,142.847,10.6258,93.8555,25.3,26.954675414008324,2.764585143210137,-89.859097605982,G,Gas Giants,
HD 233832 b,b,HD 233832,2018,Radial Velocity,HARPS-N Spectrograph,2058.0,283.903,2.827,,2456815.8,0.359,,,,1.26,HD 233832,BJD,BJD,[Fe/H],41.0,,,,38.29,13.5,,,,,,,,,565.7374,Msini,565.7374,4981.0,-0.66,-65.61,0.8,-0.523,4.49,5.417,0.71,2.87189,0.68,2,1,0,489.9546157,-473.96,124.167,16.9952,58.742,48.1,-37.05267833294602,23.066509176750465,39.314854021783155,G,Gas Giants,
HD 238090 b,b,HD 238090,2020,Radial Velocity,Multiple Instruments,13.671,119.3,0.0932,,,0.3,469.6,,8.1,2.37,HD 238090,,,[Fe/H],96.7,,,,2.85,2.52,,,,,,,,,6.89,Msini,6.89,3933.0,-0.03,-17.67,2.0,-1.154,4.7,,0.58,4.05064,0.57,1,1,0,249.9602569,232.38,92.0851,65.6078,15.2354,6.12,-8.837381150575156,4.495418430845936,11.56759787903563,M,Super-Earth,0.3694407848603898
HD 30856 b,b,HD 30856,2011,Radial Velocity,HIRES Spectrometer,847.0,171.0,1.85,,2455200.0,0.061,,,,1.1,HD 30856,JD,JD,[Fe/H],,,,,29.9,13.5,,,,,,,,,491.68301,Msini,491.68301,4895.0,-0.06,35.71,2.85,0.996,3.2,3.8,1.17,,4.4,2,1,0,27.0626681,18.3918,-19.8527,7.59323,131.199,14.1,35.78913280718468,83.08307495222469,-95.02377718441166,K,Gas Giants,
HD 212301 b,b,HD 212301,2005,Radial Velocity,HARPS Spectrograph,2.24571,,0.03,,,0.0,,,,0.311,HD 212301,,,[Fe/H],,,,,59.5,14.2,,,,,,,,,162.0933,Msini,162.0933,6239.0,0.18,4.87,7.0,0.243,4.5,1.0,1.55,1.08321,1.16,2,1,0,120.0378927,76.8617,-92.2029,18.4109,54.2304,0.553,10.609302692230184,-25.233688618833238,-46.81495422653325,F,Gas Giants,
HD 196050 b,b,HD 196050,2002,Radial Velocity,UCLES Spectrograph,1392.0,178.0,2.65,42.0,2454962.0,0.2,,,,3.82,HD 196050,BJD,BJD,[Fe/H],,,,,49.7,12.9,,,,-4.98,,,,1493.7935129,1493.79351,Mass,949.353451709,5879.0,0.229,61.37,3.3,0.26,4.25,4.3,1.27,0.52347,1.42,3,1,0,201.847549,-191.122,-64.9216,19.7051,50.6742,52.3,15.7916364739813,-35.16946741812191,-32.88779902394328,G,Gas Giants,
HD 215497 c,c,HD 215497,2009,Radial Velocity,HARPS Spectrograph,566.0,42.0,1.31,90.0,2454431.0,0.47,,,,0.278,HD 215497,BJD,BJD,[Fe/H],,,,,10.1,13.0,,,,-5.07,,,,111.23994245,111.23994,Mass,104.3,5113.0,0.23,49.31,1.67,-0.41,4.31,5.8,0.92,1.97785,0.9,1,2,0,81.9277302,-54.6603,-61.0279,24.6339,40.5468,32.3,21.18437283528237,-19.912460648331876,-28.262329145779624,K,Gas Giants,
HD 28254 b,b,HD 28254,2010,Radial Velocity,HARPS Spectrograph,1333.0,289.0,2.45,162.0,2454246.0,0.95,,,,3.02,HD 28254,BJD,BJD,[Fe/H],,,,,37.3,13.0,,,,-5.17,,,,1207.7479466,1207.74795,Mass,368.67,5664.0,0.06,-9.32,2.3,0.34,4.12,6.0,1.1,0.35764,1.48,2,1,0,158.6237757,-67.3942,-143.595,18.0581,55.2884,44.3,14.149623139952194,12.446688100902794,-51.97764225968868,G,Gas Giants,
TOI-1227 b,b,TOI-1227,2022,Transit,TESS CCD Array,27.36397,,0.0886,88.571,,,243.771854739,,3.21,0.417,TOI-1227,BJD,BJD,,1.65,,2.069067,4.831,,9.572,0.1568,34.01,,,,0.849,,,66.5,M-R relationship,,3072.0,,13.3,16.65,-2.6,4.44,0.011,0.17,1.32524,0.56,1,1,0,41.6482944,-40.2658,-10.6417,9.9079,100.641,0.88,-30.135376459376022,-41.448297767027,-86.61702245440875,M,Gas Giants,0.3169943610998671
TOI-500 d,d,TOI-500,2022,Radial Velocity,HARPS Spectrograph,26.233,189.6,,,,0.016,,,,0.711,TOI-500,BJD-TDB,BJD-TDB,[Fe/H],,,,,8.72,6.35,,,,,,,,,33.12,Msini,33.12,4440.0,0.12,,1.1,-0.7,4.62,5.0,0.74,2.32228,0.68,1,4,0,199.5756794,135.798,-146.251,21.0715,47.3924,,-9.108990967887646,14.192590779061428,-44.29036270211661,K,Neptune-Like,
DMPP-3 A b,b,DMPP-3 A,2019,Radial Velocity,HARPS Spectrograph,6.6732,80.57,0.0662,,,0.14,854.0,,,5.06,DMPP-3,,,[Fe/H],21.8,,,,0.97,1.41,,,,,,,,,2.58,Msini,2.58,5138.0,0.18,34.08,1.97,-0.293,4.3,10.9,0.87,,0.91,2,1,0,384.46,0.5,-384.46,22.11,45.23,1.46,-0.3852795431320416,-4.6951062512242245,-44.984002011419115,K,Super-Earth,
Kepler-167 c,c,Kepler-167,2014,Transit,Kepler CCD Array,7.406106,,0.0684,88.48,,0.0,771.0,,61.18,4.03,Kepler-167,BJD-TDB,BJD-TDB,[Fe/H],,,0.04187,2.8826,,1.674,0.01952,14.0,,,,0.52,,,3.44,M-R relationship,,4884.0,0.02,-29.3,2.0,-0.539,4.58,7.1,0.78,2.6,0.75,2,4,0,39.3944815,15.0813,36.3934,2.89593,341.908,0.2,103.30270828674571,-142.65970124506512,293.0492118489526,K,Super-Earth,0.2928091301020441
HD 13808 b,b,HD 13808,2021,Radial Velocity,HARPS Spectrograph,14.1815,,0.10519,,,0.071,,,,1.64,HD 13808,,,[Fe/H],38.99,,,,3.67,3.35,,,,,,,,,11.2,Msini,11.2,5035.0,-0.21,40.9,2.0,-0.435,4.58,7.2,0.77,2.45775,0.78,1,2,0,112.2799785,-107.923,30.9745,35.3938,28.2305,3.73,13.97365139250708,-0.6726570867665862,-24.520312588837598,K,Super-Earth,
HD 4208 b,b,HD 4208,2001,Radial Velocity,HIRES Spectrometer,832.97,217.634,1.662,,2456505.5,0.042,,,,0.527,HD 4208,BJD,BJD,[Fe/H],25.0,,,,19.03,13.9,,,,-4.95,,,,,257.4423,Msini,257.4423,5717.0,-0.28,56.76,0.0,-0.1,4.5,3.813,0.88,1.73372,0.85,1,1,0,347.3074549,313.484,149.5,29.2163,34.1937,48.6,30.023426918879125,-0.6615671416101436,-16.351308346853052,G,Gas Giants,
nu Oct A b,b,nu Oct A,2016,Radial Velocity,HERCULES echelle spectrograph,417.0,350.0,1.25,112.5,,0.11,,,,1.78,nu Oct,,,[Fe/H],140.0,,,,43.0,13.3,,,,,,,,762.7881768,762.78818,Mass,,4860.0,0.18,,2.0,1.23,3.12,2.8,1.61,,5.81,2,1,0,248.6463352,65.0,-240.0,47.17,21.1999,59.0,3.8072540821634253,-10.64256501864876,-17.93533903185785,K,Gas Giants,
HD 69830 b,b,HD 69830,2006,Radial Velocity,HARPS Spectrograph,8.667,340.0,0.0785,,2453496.8,0.1,,,,1.76,HD 69830,,BJD,[Fe/H],,,,,3.51,3.17,,,,-4.95,,,,,10.2,Msini,10.2,5385.0,-0.05,29.8,1.1,-0.22,4.49,7.0,0.86,1.83,0.89,1,3,0,1026.8551062,278.787,-988.286,79.5945,12.5591,6.25,-6.9590423843059686,8.162058424785672,-6.533262904079273,K,Super-Earth,
HD 180053 b,b,HD 180053,2018,Radial Velocity,HIRES Spectrometer,213.72,76.0,0.843,,2455197.0,0.081,,,,1.63,HD 180053,JD,JD,[M/H],,,,,51.5,13.3,,,,,,,,,697.31902,Msini,697.31902,5131.0,0.25,-5.72,,1.099,3.54,,1.75,,4.06,1,1,0,30.57853,-10.135,28.8501,7.26823,137.043,6.15,35.47294661042916,-66.63088976405416,114.37997393348238,K,Gas Giants,
WTS-2 b,b,WTS-2,2014,Transit,WFCam Wide Field Camera,1.0187068,293.0,0.01855,83.55,,0.0,2000.0,,2544.65,0.54,WTS-2,HJD,HJD,[Fe/H],,,9.155864,1.4947875,256.0,15.278,0.1863,,,,,0.584,,355.9696,355.9696,Mass,,5000.0,0.2,-20.03,2.2,-0.288,4.6,0.6,0.82,2.72,0.75,1,1,0,0.9641658,0.142005,-0.953651,0.9701501,1030.7683444,0.018,332.0900857226155,-447.405315646108,867.1955017834613,K,Gas Giants,0.05984183853623759
HAT-P-18 b,b,HAT-P-18,2010,Transit,2K CCD Sensor,5.508023,120.0,0.0559,88.8,2455706.7,0.084,852.0,,82.24,0.25,HAT-P-18,BJD,BJD-UTC,[Fe/H],,132.0,2.158476,2.7144,27.1,11.153,0.1365,16.04,,,,0.324,,62.61,62.61,Mass,,4803.0,0.1,-11.92,0.5,-0.569,4.57,12.4,0.77,2.94,0.75,1,1,0,39.2955032,-14.0729,-36.6891,6.16693,161.4,0.346,-31.95360150507267,-85.68501309261754,132.99250310514867,K,Gas Giants,0.09157570537521931
KELT-7 b,b,KELT-7,2015,Transit,Apogee 4K CCD Sensor,2.73477,,0.04415,83.76,,0.0,2048.0,,1794.42,0.442,KELT-7,,BJD-TDB,[Fe/H],,2.7,0.83,3.5112,138.0,17.934,0.0922,,,,,0.593,,441.7837,441.7837,Mass,406.8224,6768.0,0.0,40.75,69.3,0.758,4.5,1.3,1.76,0.42,1.81,1,1,0,50.8996424,10.6219,-49.779,7.28791,136.681,0.323,23.179006474912445,132.47400793200757,24.39398783033164,F,Gas Giants,0.05193067301457999
GJ 667 C g,g,GJ 667 C,2013,Radial Velocity,HARPS Spectrograph,256.2,51.6,0.549,,,0.08,,,,3.21,GJ 667,,,[Fe/H],,,,,0.95,1.99,,,,,,,,,4.6,Msini,4.6,3350.0,-0.55,6.5,,-1.863,4.69,2.0,0.33,,,3,5,0,1151.9552244,1131.61,-215.545,138.017,7.24396,75.8,-1.0562947264978533,-7.010115247734392,-1.4891212663361617,M,Super-Earth,
HATS-68 b,b,HATS-68,2018,Transit,Apogee 4K CCD Sensor,3.5862202,,0.05071,83.21,,0.036,1741.0,,1521.0,0.856,HATS-68,BJD,BJD,[Fe/H],,,0.572932,3.42,139.3,13.809,0.0725,,,,,0.736,,410.0007,410.0007,Mass,,6147.0,0.21,11.89,7.42,0.592,4.08,3.02,1.35,0.356,1.75,1,1,0,23.7676199,22.5217,7.59426,1.62712,603.955,0.084,301.2742912029158,-131.6411602757781,-506.62219494059644,Unknown,Gas Giants,0.06578725541175245
HD 134606 f,f,HD 134606,2024,Radial Velocity,Multiple Instruments,26.915,63.0,0.1784,,2455504.4,0.081,,,,2.75,HD 134606,BJD,BJD,[Fe/H],42.0,,,,1.18,2.24,,,,-5.1,,,,,5.63,Msini,5.63,5576.0,0.343,2.3,1.3,0.065,4.33,7.3,1.05,0.95,1.16,1,5,0,242.3733124,-177.748,-164.774,37.2972,26.7909,6.66,-5.8846247058732395,-16.214790640750135,-20.498879953735724,G,Super-Earth,
HATS-17 b,b,HATS-17,2016,Transit,Apogee 4K CCD Sensor,16.254611,,0.1308,89.08,,0.029,814.0,,72.7,3.5,HATS-17,BJD,BJD,[Fe/H],,,0.495,4.8264,99.1,8.709,0.0726,25.8,,,,0.432,,425.25654,425.25654,Mass,,5846.0,0.3,22.94,3.73,0.093,4.42,2.1,1.13,1.22,1.09,1,1,0,32.1829891,-32.0582,2.83136,2.47137,400.331,0.327,-263.80056893768597,-169.88212595315102,-248.62468234427357,G,Neptune-Like,0.1120509116014784
Kepler-11 e,e,Kepler-11,2010,Transit,Kepler CCD Array,31.9996,204.69,0.195,88.89,,0.012,582.0,,32.34,0.58,Kepler-11,JD,JD,[Fe/H],,,0.1333,4.165,1.616,4.19,0.03643,39.48,,,,0.763,,8.0,8.0,Mass,7.949322347,5663.0,0.04,-57.16,0.4,0.12,4.37,8.5,0.96,1.122,1.06,1,6,0,7.0692817,-0.0379221,-7.06918,1.51841,646.346,0.302,219.22143919302923,-221.10098968356542,566.4092731189038,Unknown,Neptune-Like,0.20583086077761303
HD 181342 b,b,HD 181342,2009,Radial Velocity,HIRES Spectrometer,564.1,290.0,1.592,,2461090.0,0.022,,,,1.93,HD 181342,JD,JD,[Fe/H],,,,,44.1,13.2,,,,,,,,,807.2882,Msini,807.2882,4945.0,0.26,-0.7,1.9,1.079,3.28,1.8,1.69,,4.71,1,1,0,55.5049316,-46.597,-30.1582,8.27778,120.391,13.2,38.20996473453217,-114.12452955051937,-3.0956793856014717,K,Gas Giants,
HD 181433 b,b,HD 181433,2008,Radial Velocity,HARPS Spectrograph,9.3743,210.4,0.08,,2452939.16,0.4,,,,2.53,HD 181433,BJD,,[Fe/H],54.0,,,,2.9,2.4,,,,,,,,,6.3566,Msini,6.3566,4918.0,0.38,40.21,1.5,-0.456,4.45,6.7,0.63,2.14212,0.79,1,3,0,330.0287524,-230.931,235.775,37.1787,26.8762,2.98,3.8957414902684704,-18.97515950455988,-18.63052995643204,K,Super-Earth,
HD 187123 c,c,HD 187123,2008,Radial Velocity,HIRES Spectrometer,3810.0,243.0,4.89,,2453580.04,0.252,,,,1.44,HD 187123,,BJD,[M/H],,,,,25.5,13.4,,,,-5.03,,,,,632.46,Msini,632.46,5790.0,0.09,-16.99,2.1,0.127,4.33,7.4,1.04,0.96299,1.15,1,2,0,188.6982861,142.581,-123.603,21.7316,45.9548,106.0,17.058723105146687,-20.728292552578385,37.29854550671726,G,Gas Giants,
HD 191939 b,b,HD 191939,2020,Transit,TESS CCD Array,8.8803256,5.0,0.0804,88.1,,0.031,880.0,,100.0,1.4,HD 191939,BJD,BJD,[Fe/H],,,0.1209,2.939,3.56,3.41,0.03319,18.36,,-5.11,,0.61,,10.0,10.0,Mass,,5348.0,-0.15,-9.5,2.0,-0.187,4.3,8.7,0.81,1.37,0.94,1,6,0,163.2826562,150.256,-63.909,18.6247,53.6089,1.5,11.176543877652952,3.2129832319521006,52.33235867904382,G,Super-Earth,0.20645280598327242
bet Pic b,b,bet Pic,2008,Imaging,NACO Camera,8617.50952,21.835,10.018,89.009,2448022.339,0.106,1612.0,,,3.24,bet Pic,BJD,BJD,[Fe/H],,,,,78.791,18.495,,,,,,,,3727.809385703,3727.80939,Mass,,8038.68,-0.21,,116.41,0.953,4.35,0.017,1.8,0.74666,1.54,1,2,0,82.614613,2.49266,82.577,50.6231,19.7442,507.0,0.6883790066762192,5.257044609569265,-19.019018112304487,A,Gas Giants,
PDS 70 c,c,PDS 70,2019,Imaging,Multi Unit Spectroscopic Explorer (MUSE),,136.0,34.0,132.0,,0.11,995.0,,,0.292,PDS 70,,,[Fe/H],,,,,,22.866,,,,,,,3333.87384921901,635.66,635.66,Mass,2542.64,3972.0,-0.11,3.13,17.27,-0.489,3.68,0.005,0.76,0.5411,1.06,1,2,0,38.0431872,-29.6608,-23.8227,8.81593,113.064,301.0,-71.89732118405747,-71.01993809007601,-50.699227767671644,K,Gas Giants,
2MASS J12073346-3932539 b,b,2MASS J12073346-3932539,2004,Imaging,NACO Camera,,,55.0,,,,1250.0,,,4.07,2MASS J12073346-3932539,,,,,,,,,12.9,,,,,,,,1589.15,1589.15,Mass,,2825.0,,,,-2.561,5.03,0.008,0.02,25.27945,0.22,1,1,0,68.3315134,-64.0825,-23.7198,15.5242,64.308,855.0,-49.56129015585237,-17.78411750164029,-36.91778090263909,M,Gas Giants,
TOI-1064 c,c,TOI-1064,2022,Transit,TESS CCD Array,12.226574,25.0,0.09429,88.455,,0.088,634.0,,26.8,0.771906,TOI-1064,BJD,BJD,[Fe/H],,,0.120637,2.37,0.85,2.651,0.03347,,,-4.633,,0.753,,2.5,2.5,Mass,,4734.0,0.05,,2.7,-0.623,4.6,9.4,0.75,2.70687,0.73,1,2,0,100.9502198,-3.45731,-100.891,14.662,68.0726,1.39,20.13542639729745,-57.862784639032135,-29.67055153474575,Unknown,Super-Earth,0.27000682442548907
HD 125612 b,b,HD 125612,2007,Radial Velocity,HIRES Spectrometer,557.69994,44.032,1.349,,2452663.845,0.446,,,,2.26,HD 125612,BJD,BJD,[Fe/H],10.5,,,,79.272,13.2,,,,,,,,,945.22168,Msini,945.221682418,5900.0,0.23,-18.4,2.1,0.06,4.45,1.77,1.05,1.01748,1.07,2,3,0,90.3893674,-60.2583,-67.3734,17.3261,57.6207,23.4,-44.89960495395217,-35.96474094193242,-3.2723007882411386,G,Gas Giants,
Kepler-129 b,b,Kepler-129,2014,Transit,Kepler CCD Array,15.79,,0.13,89.89,2454978.2,0.01,910.0,,158.31,8.1,Kepler-129,JD,BJD,[Fe/H],,,0.02031,7.2772,4.5,2.4,0.01316,16.794,,,,0.0301,,,20.0,Msini,20.0,5770.0,0.29,-20.21,2.13,0.464,4.08,6.43,1.18,0.35927,1.65,1,3,0,27.9746534,-13.2579,-24.6335,2.41732,408.845,0.318,72.44315012330897,-122.23360170644138,383.36036654704253,G,Super-Earth,0.24349504298400992
Kepler-104 d,d,Kepler-104,2014,Transit,Kepler CCD Array,51.755394,,0.257,89.14,,0.0,515.0,,16.01,1.668541,Kepler-104,BJD,BJD,[M/H],,,0.06092,7.465,1.087,3.58,0.02328,45.2,,,,0.76,,,5.54022,Msini,5.54022107,5711.0,-0.38,4.51,,0.089,4.11,12.9,0.82,0.8412,1.35,2,3,0,52.9133767,4.35566,-52.7338,2.46657,400.785,0.641,89.83497921095068,-152.77074067967928,359.4709912181375,Unknown,Super-Earth,0.25973085448084265
HD 205739 b,b,HD 205739,2008,Radial Velocity,MIKE Spectrograph,279.8,301.0,0.896,,2453390.7,0.27,,,,0.951,HD 205739,,,[Fe/H],,,,,42.0,13.6,,,,,,,,,435.41,Msini,435.41,6176.0,0.19,9.1,4.48,0.36,4.29,2.84,1.22,0.67944,1.33,1,1,0,85.0386141,21.9142,-82.1665,10.7826,92.5087,9.69,64.07878824895008,-61.23784459475039,-26.489523620205382,F,Gas Giants,
HD 20868 b,b,HD 20868,2008,Radial Velocity,HARPS Spectrograph,380.85001,356.2,0.95,,2454451.52,0.75,,,,0.849,HD 20868,,,[Fe/H],,,,,100.3,13.7,,,,,,,,,397.2875,Msini,397.2875,4802.0,0.05,46.12,1.1,-0.529,4.26,4.5,0.39,2.45251,0.76,1,1,0,307.8626685,292.467,96.1378,20.9257,47.7223,19.9,25.416291489616206,17.427179846293445,-36.43793966197603,K,Gas Giants,
HD 211810 b,b,HD 211810,2018,Radial Velocity,HIRES Spectrometer,1558.0,98.0,2.656,,2464763.0,0.68,,,,0.426,HD 211810,JD,JD,[Fe/H],,,,,15.6,14.0,,,,,,,,,212.9461,Msini,212.9461,5652.0,0.17,-36.58,,0.07,4.26,,1.03,0.77107,1.13,1,1,0,205.2909212,159.797,128.877,15.4425,64.6353,41.1,28.16967758728949,10.204516127273948,57.27180040234781,G,Gas Giants,
Kepler-165 c,c,Kepler-165,2014,Transit,Kepler CCD Array,15.31299,,0.11,88.89,,0.0,581.0,,25.93,2.77,Kepler-165,BJD,BJD,[Fe/H],,,0.08649,3.028,,2.23,0.02712,39.38,,,,0.06,,,5.6,M-R relationship,,5211.0,0.12,-23.59,0.2,-0.472,4.54,10.5,0.79,4.92783,0.77,1,2,0,21.9176708,-15.5304,-15.4658,1.75418,560.885,0.196,69.87973753815534,-174.30133344862733,528.5147591738843,Unknown,Super-Earth,0.292188334099856
Kepler-100 e,e,Kepler-100,2023,Radial Velocity,HIRES Spectrometer,60.888588,,0.312392,,,0.026437,,,,0.906,Kepler-100,,,[Fe/H],,,,,3.691,5.27,,,,,,,,,24.14272,Msini,24.14271827,5884.0,0.07,-60.44,3.7,0.4,4.12,6.92,1.1,0.4542,1.51,1,4,0,34.7865814,19.9077,-28.527,3.2537,304.645,1.03,82.56062119549561,-112.37667446343053,270.8575324582169,Unknown,Neptune-Like,
KOI-351 h,h,KOI-351,2013,Transit,Kepler CCD Array,331.60059,,1.01,89.6,,0.0,294.0,,1.85,0.911829,KOI-351,HJD,HJD,[M/H],,,0.83221,14.737,20.341,11.3,0.0866,180.7,,,,0.36,,381.396,381.396,Mass,235.7495194,6080.0,-0.12,,4.6,0.269,4.4,0.53,1.2,1.18855,1.2,1,8,0,5.432016,-4.37917,-3.21398,1.15007,848.254,1.19,137.84433485041558,-235.61477430783003,803.131039117227,Unknown,Gas Giants,0.37143557090709545
Kepler-102 d,d,Kepler-102,2014,Transit,Kepler CCD Array,10.311767,,0.08618,89.49,,0.092,686.0,,36.9,10.7,Kepler-102,BJD-TDB,BJD-TDB,[Fe/H],27.95,,0.02823,3.205,1.02,1.154,0.01661,16.0,,,,0.22,,3.0,3.0,Mass,4.541252342,4909.0,0.11,-27.67,0.5,-0.584,4.6,1.1,0.8,2.76,0.72,1,5,0,59.6152716,-41.1425,-43.1425,9.24784,107.796,0.799,14.575498024940556,-34.37830239457775,101.12202924087276,Unknown,Super-Earth,0.3283023958285878
4 UMa b,b,4 UMa,2006,Radial Velocity,Coude Echelle Spectrograph,270.27,28.6,0.877,,2455958.1,0.453,,,,6.9,4 UMa,JD,JD,[Fe/H],,,,,242.24,12.6,,,,,,,,,2511.48007,Msini,2511.480072114,4415.0,-0.25,14.62,,2.062,1.8,4.604,1.23,,18.11,1,1,0,66.6571379,-61.2227,26.362,13.5901,73.4603,11.9,-20.4754474212384,48.68763590940404,51.05571308427111,K,Gas Giants,
HD 21411 b,b,HD 21411,2019,Radial Velocity,Carnegie Planet Finder Spectrograph,84.288,332.42,0.362,,,0.4,,,,0.42,HD 21411,,,[M/H],,,,,11.477,9.52,,,,,,,,,65.9,Msini,65.9,5605.0,-0.265,17.82,2.0,-0.266,4.51,,0.89,2.40502,0.83,1,1,0,314.1254246,218.073,226.095,34.2966,29.1328,12.4,15.591109046922703,12.111997836469513,-21.42281174207352,G,Gas Giants,
HD 73526 b,b,HD 73526,2002,Radial Velocity,UCLES Spectrograph,188.3,196.0,0.65,,2452856.0,0.19,,,,2.39,HD 73526,,,[Fe/H],,,,,102.0,13.1,,,,,,,,,978.9164,Msini,978.9164,5601.0,0.22,26.38,1.69,0.338,4.12,9.2,1.14,0.33748,1.53,1,2,0,170.3177023,-61.097,158.982,10.2551,97.2396,6.68,-46.27514554975465,26.300003814109754,-81.37850153380089,G,Gas Giants,
HD 73534 b,b,HD 73534,2008,Radial Velocity,HIRES Spectrometer,1750.0,168.0,2.99,,2457100.0,0.126,,,,0.755,HD 73534,JD,JD,[Fe/H],,,,,17.11,13.7,,,,,,,,,353.42696,Msini,353.42696,4917.0,0.232,10.08,1.0,0.522,3.6,7.04,1.16,,2.58,1,1,0,147.7382851,-114.056,-93.9033,11.9716,83.3321,35.9,-51.999617530101524,64.66463467351103,-7.665747822261955,G,Gas Giants,
GJ 411 b,b,GJ 411,2019,Radial Velocity,SOPHIE Spectrograph,12.9394,-30.0,0.07879,,2456307.8,0.063,349.83,,3.13,4.85,GJ 411,JD,JD,[Fe/H],56.16,,,,1.381,1.45,,,,-5.47,,,,,2.69,Msini,2.69,3719.0,-0.362,-84.65,2.0,-1.71,4.9,8.047,0.39,9.60131,0.37,1,2,0,4802.1546206,-580.0,-4767.0,392.4,5.675773,13.9,-4.4537349296866235,2.3575132513907806,2.611661462198951,M,Super-Earth,0.6128810631792712
GJ 687 b,b,GJ 687,2014,Radial Velocity,Levy Spectrograph,38.142,117.0,0.163,,2450592.7,0.17,,,,1.17,GJ 687,JD,BJD,[Fe/H],,,,,6.14,4.32,,,,,,,,,17.2,Msini,17.2,3413.0,0.063,-28.8,,-1.672,4.86,,0.4,8.37834,0.42,1,2,0,1309.3944652,-320.636,-1269.53,219.781,4.54939,35.8,-0.17253220823377552,0.14890520935368404,4.543677942795826,M,Neptune-Like,
